NOUN,NOUN_LEMMA,DERIV_TYPE,GENDER,VERB,VERB_LEMMA,TYPE_ONTO,TYPE_REL,EXAMPLE_N,EXAMPLE_V,V_TRANS,V_DYN,V_DUR,V_TEL,V_POST_PHASE,V_ROL_SUBJ,V_ROL_OBJ,V_ROL_OBQ,N_DYN,N_DUR,N_TEL,N_POST_PHASE,N_ROL_ARG1,N_ROL_ARG2,N_ROL_ARG3,PLURALIA_TANTUM
acquisition_2,acquisition,ion,f,acquérir_1,acquérir,na,thm,"Aujourd'hui, on attend d'avoir vendu son acquisition avant d'acheter la suivante, quand il y a encore peu, on achetait avant de vendre.",Foxconn a acquis un immense site dans la Silicon Valley indienne.,y,y,n,y,n,agt,thm,na,na,na,na,na,na,na,na,n
acteur_1,acteur,eur.m,m,agir_1,agir,anm,agt,Tous les acteurs qui interprètent les jeunes mutants sont très bien.,Le comité a agi de manière inappropriée.,n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
action_1,action,ion,f,agir_1,agir,evt,tsp,"Des actions de formation prioritaires peuvent être également définies par accord collectif d'entreprise ou de branche, ainsi que par accord interprofessionnel.",Le comité a agi de manière inappropriée.,n,y,y,n,n,cau,na,na,y,y,n,n,cau,na,na,n
actrice_1,actrice,rice,f,agir_1,agir,anm,agt,"Sa fille la voit tout le temps au téléphone, à tenter de poursuivre une carrière d'actrice toujours plus difficile à mener.",Le comité a agi de manière inappropriée.,n,y,y,n,n,cau,na,na,na,na,na,na,na,na,na,n
adhérence_1,adhérence,ance,f,adhérer_1,adhérer,evt,tsp,"L’adhérence de la roue sur le rail, qui agit le long du plan incliné en sens contraire du mouvement de translation, et produit la rotation de la roue en s’opposant à ce qu’elle puisse glisser sans tourner.",L’écorce de cet arbre adhère fortement au bois.,n,y,y,n,n,thm,na,des,y,y,n,n,des,thm,na,n
adhérence_2,adhérence,ance,f,adhérer_1,adhérer,ppt,cau,Soyez vigilants et prudents notamment sur la route: une chaussé mouillée entraîne une perte d'adhérence des pneux. ,L’écorce de cet arbre adhère fortement au bois.,n,y,y,n,n,thm,na,des,n,na,na,na,pvt,na,na,n
adhérent_1,adhérent,ant,m,adhérer_2,adhérer,anm,agt,Il nous avait envoyé une brochure écrite en japonais qu'un adhérent de la région parisienne a eu la gentillesse de traduire.,Vous pourrez aussi adhérer à la mutuelle la mieux adaptée à vos besoins.,n,y,n,y,y,agt,na,tpc,na,na,na,na,na,na,na,n
adhérente_1,adhérente,ante,f,adhérer_2,adhérer,anm,agt,"Il est toujours possible, comme le fait une adhérente, de profiter du passage assez fréquent à Venelles du camion de Berdine à l'occasion des livraisons de bois de chauffage.",Vous pourrez aussi adhérer à la mutuelle la mieux adaptée à vos besoins.,n,y,n,y,y,agt,na,tpc,na,na,na,na,na,na,na,n
adhésion_1,adhésion,ion,f,adhérer_2,adhérer,evt*sta,tsp,Son adhésion à l'ICMIF lui donne accès à un réseau mondial d'entreprises d'assurances qui partagent les mêmes valeurs,Vous pourrez aussi adhérer à la mutuelle la mieux adaptée à vos besoins.,n,y,n,y,y,agt,na,tpc,y,n,y,y,tpc,agt,na,n
adhésion_2,adhésion,ion,f,adhérer_3,adhérer,evt*sta,tsp,"Un autre élément, que j'ai quelque pudeur à confesser, renforçait mon adhésion à ce rêve d'exode vital.","Devant le Tribunal fédéral, l'intimée a adhéré à leur point de vue.",n,y,y,v,y,exp,na,sti,y,y,v,y,sti,exp,na,n
administrance_1,administrance,ance,f,administrer_1,administrer,ist,agt,"Ce qui est plus bath, c'est que le conseil municipal lui-même a été mis au rencard: on a reconnu que cette administrance était aussi un gouvernement, ayant sa police, ses larbins, faisant la pluie et le beau temps et se foutant du populo comme un poisson d'une pomme.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
administrateur_1,administrateur,eur.m,m,administrer_1,administrer,anm,agt,"Entre temps, le recteur a donc nommé un administrateur provisoire: Alain Zozime.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,na,na,na,na,ben,na,na,n
administrateur_2,administrateur,eur.m,m,administrer_2,administrer,anm,agt,"Les médicaments topiques diffèrent d'un grand nombre d'autres types de médicaments, car les manipulations erronées peuvent entraîner certaines complications chez un patient ou un administrateur du médicament.","L'infirmière qui a administré le médicament n'était pas celle qui l'avait préparé dans 9,6 % des cas.",y,y,y,y,n,agt,thm,ben,na,na,na,na,thm,na,na,n
administrateure_1,administrateure,eure,f,administrer_1,administrer,anm,agt,"Dernièrement, le conseil de Sanofi-Aventis a coopté une administrateure indépendante, la belge Carole Piwnica, et Plastic Omnium a recruté Anne Asensio et Anne-Marie Couderc, deux professionnelles appréciées.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,na,na,na,na,ben,na,na,n
administration_1,administration,ion,f,administrer_1,administrer,evt,tsp,"Afin de faciliter l'administration de la justice, certaines municipalités et communautés autochtones relèvent simultanément de plus d'un district judiciaire.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,y,y,n,n,ben,agt,na,n
administration_2,administration,ion,f,administrer_1,administrer,dom,tsp,"Plus tard, après une formation en administration publique à Lyon, il sera nommé responsable du service du personnel à l'Alliance scolaire.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,y,y,n,n,na,na,na,n
administration_3,administration,ion,f,administrer_1,administrer,ist,agt,"A Ottawa, elle a passé près de vingt ans à la tête d'administrations.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,na,na,na,na,na,na,na,n
administration_4,administration,ion,f,administrer_2,administrer,evt,tsp,Les lésions cérébrales après un AVC pourrait être limitée par l'administration d'un médicament dans les 12 heures après l'attaque.,"L'infirmière qui a administré le médicament n'était pas celle qui l'avait préparé dans 9,6 % des cas.",y,y,y,y,n,agt,thm,ben,y,y,y,n,thm,ben,agt,n
administratrice_1,administratrice,rice,f,administrer_1,administrer,anm,agt,"Celle -ci, née à White Plains dans lÉtat de New York, est la fille d'une administratrice universitaire et d'un médecin.","Jusqu'en 1929 il administre la ville avec sagesse, y faisant construire plusieurs cités à caractère social.",y,y,y,n,n,agt,ben,na,na,na,na,na,ben,na,na,n
adultération_1,adultération,ion,f,adultérer_1,adultérer,evt*sta,tsp,"Les fraudes les plus courantes concernant ce produit sont l'adultération (notamment par l'ajout de sucre), la tromperie sur l'origine botanique et / ou géographique.","En fait, ils ne laissent debout pratiquement aucune vérité, tant ils ont adultéré la Parole de Dieu.",y,y,y,v,n,cau,pat,na,y,y,v,n,pat,cau,na,n
adultération_2,adultération,ion,f,adultérer_se_1,adultérer,evt*sta,tsp,"Elle ne se réjouit cependant pas des malheurs qui adviennent à l’Eglise post-moderniste, notamment à cause de sa dépravation morale, considérant que les avanies humaines sont peu de choses comparées à l’adultération progressive de la doctrine, de la discipline et de la forma mentis catholiques, qui aboutissent pour ainsi dire naturellement à la nouvelle Église.","Et quand la charité s'adultère en publicité, Tartuffe joue aux côtés de Matamore.",n,y,y,v,y,pat,na,na,y,y,v,y,pat,na,na,n
aéroglissade_1,aéroglissade,ade,f,aéroglisser_1,aéroglisser,evt,tsp,Appuie sur Y pendant une Aéroglissade pour faire une attaque chargée et projeter les ennemis dans les airs.,"Ça donne des êtres éthiquement mésadaptés, comme Gagnon et Tony, qui aéroglissent à travers la vie en répondant sans cesse à leurs besoins primaires sans égard pour autre chose qu’eux-mêmes.",n,y,y,n,n,thm,na,na,y,y,n,n,thm,na,na,n
aéroglisse_1,aéroglisse,conv_0,f,aéroglisser_1,aéroglisser,dom,tsp,De nouvelles manifestations pour les adeptes de l'aéroglisse au Lion-d'Angers.,"Ça donne des êtres éthiquement mésadaptés, comme Gagnon et Tony, qui aéroglissent à travers la vie en répondant sans cesse à leurs besoins primaires sans égard pour autre chose qu’eux-mêmes.",n,y,y,n,n,thm,na,na,y,y,n,n,na,na,na,n
aéroglisseur_1,aéroglisseur,eur.m,m,aéroglisser_1,aéroglisser,art,ins,"Dans la région métropolitaine de Vancouver, la capacité de recherche et de sauvetage a été améliorée grâce au financement du budget de 2010, ce qui a permis d'acquérir un nouvel aéroglisseur pour la base Sea Island avec service offert 24 heures sur 24.","Ça donne des êtres éthiquement mésadaptés, comme Gagnon et Tony, qui aéroglissent à travers la vie en répondant sans cesse à leurs besoins primaires sans égard pour autre chose qu’eux-mêmes.",n,y,y,n,n,thm,na,na,na,na,na,na,na,na,na,n
affichage_1,affichage,age,m,afficher_1,afficher,evt*sta,tsp,Toutes les entreprises doivent procéder à l'affichage des textes de l'article 222-33-2 du code pénal concernant le harcèlement moral,Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,y,n,y,y,thm,agt,na,n
affichage_2,affichage,age,m,afficher_1,afficher,art*cog,thm,"Mais, dès qu'on tourne le dos, le boutiquier arrache l'affichage",Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,na,na,na,na,na,na,na,n
affichage_3,affichage,age,m,afficher_1,afficher,art,ins,J'ai acheté un affichage sur Ebay et ensuite je l'ai connecté dans ma Clio,Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,na,na,na,na,na,na,na,n
affichage_4,affichage,age,m,afficher_2,afficher,evt,tsp,"L'affichage de leurs opinions leur sert surtout à construire une personnalité publique, vertueuse dans le contexte idéologique de l'époque.","Ces étudiantes national-socialistes cent pour cent affichent volontiers une allure soldatesque qui contraste, étrangement, avec leur pruderie réelle et touchante.",y,y,y,n,n,agt,tpc,na,y,y,n,n,tpc,agt,na,n
affichage_5,affichage,age,m,afficher_se_3,afficher,evt,tsp,"Il n'empêche - et, selon des échos, son entourage en conviendrait -, cette controverse tombe mal peu après des accusations d'enrichissement immobilier indu et son affichage avec des exilés fiscaux, et peu avant la publication de son patrimoine.",Gerard Piqué s'est affiché avec sa nouvelle compagne Clara Chia sur Instagram.,n,y,y,n,n,agt,na,ben,y,y,n,n,ben,agt,na,n
affichement_1,affichement,ment,m,afficher_1,afficher,evt*sta,tsp,"Le format GIF 89, permet l'affichage de séquences d'images animées ou l'affichement d'une seule image en plusieurs passes.",Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,y,n,y,y,thm,agt,na,n
affichette_1,affichette,ette,f,afficher_1,afficher,art*cog,thm,Ce dernier n'a pas encore lu l'affichette placardée sur la vitre,Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,na,na,na,na,na,na,na,n
afficheur_1,afficheur,eur.m,m,afficher_1,afficher,anm,agt,"Il attendait, impatient, derrière l’afficheur, qui, avec son gros pinceau, barbouillait le dos de l'affiche.",Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,na,na,na,na,na,na,na,n
afficheur_2,afficheur,eur.m,m,afficher_1,afficher,ist,agt,Quel est le point de vue des consommateurs sur la communication extérieure? Tel est l'objectif de cette présentation réunissant deux afficheurs leaders sur le marché belge et un expert du médiaplanning.,Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,na,na,na,na,na,na,na,n
afficheuse_1,afficheuse,euse,f,afficher_1,afficher,anm,agt,"Ces premières cochères, chauffeuses d’autotaxi et afficheuses – dont je restituerai par la suite l’arrivée dans ces métiers – furent loin de n’être connues que des passants qui pouvaient les voir en chair et en os.",Cet optimisme a augmenté lorsque le président Obama nouvellement élu a affiché le programme de son administration pour les personnes handicapées,y,y,n,y,y,agt,thm,na,na,na,na,na,na,na,na,n
affilage_1,affilage,age,m,affiler_1,affiler,evt*sta,tsp,L'affilage s'effectue à intervalles rapprochés (toutes les heures) pour éviter la détérioration prématurée du fil.,"On affile le rasoir, on effile les cheveux et on affine les fromages",y,y,y,v,n,agt,pat,na,y,y,v,n,pat,agt,na,n
affiloir_1,affiloir,oir,m,affiler_1,affiler,art,ins,Il aurait provoqué l'incendie en utilisant un affiloir électrique à l'aide duquel il fabriquait des bibelots en métal.,"On affile le rasoir, on effile les cheveux et on affine les fromages",y,y,y,v,n,agt,pat,na,na,na,na,na,na,na,na,n
affinage_1,affinage,age,m,affiner_1,affiner,evt*sta,tsp,"La transformation et l'affinage des denrées alimentaires profiteraient plus particulièrement d'une ouverture du marché, dans la mesure où c'est à ce stade que naît l'essentiel de la valeur du produit.",La découverte du scanner (également un procédé par rayons X) a considérablement affiné les possibilités techniques de la radiographie.,y,y,y,v,n,cau,pat,na,y,y,v,n,pat,cau,na,n
affinement_1,affinement,ment,m,affiner_1,affiner,evt*sta,tsp,Elle vise à fournir des données utiles à l'affinement de l'analyse au sein des différents groupes sectoriels et thématiques du dispositif institutionnel de suivi de la mise en œuvre du Cadre stratégique de lutte contre la pauvreté (CSLP).,La découverte du scanner (également un procédé par rayons X) a considérablement affiné les possibilités techniques de la radiographie.,y,y,y,v,n,cau,pat,na,y,y,v,n,pat,cau,na,n
affinement_2,affinement,ment,m,affiner_se_1,affiner,evt*sta,tsp,"Aux XVe et XVIe siècles, on assiste à l'affinement de la technicité des différents métiers.","C'est évident et même souhaitable que le style d'un commentateur, peu importe le sujet du commentaire, s'affine, gagne en maturité et en personnalité.",n,y,y,v,n,pat,na,na,y,y,v,n,pat,na,na,n
affinement_3,affinement,ment,m,affiner_se_2,affiner,ppt,tsp,"Malgré son apparence droite, on remarque un certain affinement vers la boucle, passant de 19mm au niveau des cornes à 18mm vers la boucle.",La route s'affine un peu pour les voitures et le trottoir s'étale un peu plus pour les piétons.,n,n,y,n,n,pvt,na,na,n,na,na,na,pvt,na,na,n
affinerie_1,affinerie,erie,f,affiner_1,affiner,art*ist,agt,Les deux grandes affineries travaillent à rechange et occupent chacune six ouvriers; la petite n'en occupe que trois.,La découverte du scanner (également un procédé par rayons X) a considérablement affiné les possibilités techniques de la radiographie.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
affineur_1,affineur,eur.m,m,affiner_1,affiner,anm,agt,"Le résultat est étonnant! L'affineur reprend alors ses tentatives, encouragé par ses amis et les crémiers locaux qui lui réclament des fromages fumés.",La découverte du scanner (également un procédé par rayons X) a considérablement affiné les possibilités techniques de la radiographie.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
affineuse_1,affineuse,euse,f,affiner_1,affiner,anm,agt,"Après avoir travaillé pendant 15 ans dans l'éducation des enfants, elle est devenue fromagère et s'est totalement investie dans son nouveau métier en devenant à la fois une autorité respectée pour tout ce qui concerne le fromage et une affineuse experte (une personne formée à l'art de l'affinage du fromage), tout en développant et en cultivant des relations étroites avec les fromagers de toute la France, explique Jennifer Greco, éducatrice en fromages français et guide touristique basée à Paris.",La découverte du scanner (également un procédé par rayons X) a considérablement affiné les possibilités techniques de la radiographie.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
affineuse_2,affineuse,euse,f,affiner_1,affiner,art,ins,Le caillé qui en sortira un jour plus tard est alors passé dans une affineuse où il reçoit sel et eau qui lui conféreront sa texture et son goût.,La découverte du scanner (également un procédé par rayons X) a considérablement affiné les possibilités techniques de la radiographie.,y,y,y,v,n,cau,pat,na,na,na,na,na,na,na,na,n
